run,steps,collisions,intimate,close intimate,person,social,public
64,272,0,0,0,0,824,20901
65,585,0,0,5,566,2114,21818
66,377,0,0,77,310,1649,17657
67,315,0,0,0,0,893,23198
68,216,0,0,0,0,359,16365
69,214,0,0,0,0,655,15195
70,228,0,0,0,0,676,19803
71,393,0,0,0,159,2094,26129
72,219,0,0,0,0,516,19806
73,252,0,0,0,0,2056,21244
74,212,0,0,0,0,0,18335
75,504,0,0,96,297,4979,17970
76,269,0,0,0,54,1406,14665
77,440,0,0,0,844,2352,24474
78,357,0,0,7,293,1651,29092
79,237,0,0,0,0,741,17511
80,383,0,0,0,23,3067,20952
81,547,0,0,188,1591,5181,24675
82,416,0,0,15,435,3334,19419
83,255,0,0,0,66,618,19416
84,213,0,0,0,0,188,13890
85,342,0,0,0,433,2629,18892
86,229,0,0,0,0,703,19200
87,338,0,0,11,293,2452,25250
